2021-01-13,12:34:41,0,JeopardyAgent,1610559282793,Hello! I'm JeopardyAgent. Take a minute to introduce yourselves.,INTRODUCE
2021-01-13,12:34:45,0,Meredith,1610559285906,i'm Meredith,GIVING_NAME
2021-01-13,12:34:45,0,JeopardyAgent,1610559286822,"Nice to meet you, Meredith.",GREET
2021-01-13,12:35:06,0,JeopardyAgent,1610559306906,Okay! We'll be playing Jeopardy.,GIVE_UP_ON_INTRODUCTIONS
2021-01-13,12:35:18,0,JeopardyAgent,1610559318947,Insert instructions here.,INSTRUCTIONS
2021-01-13,12:35:29,0,JeopardyAgent,1610559330992,Please pick a category. Format = category + value.,JEOPARDY_CATEGORY
2021-01-13,12:35:34,0,Meredith,1610559334791,eng comp for 100,ENG_COMP_100
2021-01-13,12:35:34,0,JeopardyAgent,1610559334999,"
               English Composition for 100?
        ",TUTOR
2021-01-13,12:35:36,0,Meredith,1610559336870,yes,AFFIRMATIVE
2021-01-13,12:35:36,0,JeopardyAgent,1610559337006,Here we go...,TUTOR
2021-01-13,12:35:36,0,JeopardyAgent,1610559339016,This word represents a form of cheating that involves copying someone else's work.,TUTOR
2021-01-13,12:35:42,0,Meredith,1610559342229,training,
2021-01-13,12:35:59,0,Meredith,1610559360004,lili,
2021-01-13,12:36:03,0,Meredith,1610559363105,meddling,
2021-01-13,12:36:05,0,Meredith,1610559365885,treat,
2021-01-13,12:36:08,0,JeopardyAgent,1610559369112,It sounds like you could use some help.,TUTOR
2021-01-13,12:36:08,0,JeopardyAgent,1610559374117,,TUTOR
2021-01-13,12:37:08,0,JeopardyAgent,1610559429276,"Let me help you out. *Plagiarism*, a form of cheating that involves copying someone else's work, violates WGU's code of conduct. For more information about plagiarism, visit: https://www.plagiarism.org/article/what-is-plagiarism",TUTOR
2021-01-13,12:37:08,0,JeopardyAgent,1610559434277,Please choose another question to answer.,TUTOR
